***********
Debug -- (Offset Calibration)
***********
-80.16	-557.02	-337.92
-78.80	-557.02	-339.17
-80.16	-557.02	-337.92
-78.80	-555.65	-339.17
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-78.80	-557.02	-339.17
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-558.39	-337.92
-80.16	-555.65	-337.92
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-80.16	-558.39	-337.92
-80.16	-558.39	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-78.80	-555.65	-339.17
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-339.17
-80.16	-555.65	-337.92
-78.80	-555.65	-337.92
-81.51	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-555.65	-339.17
-80.16	-557.02	-339.17
-78.80	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-81.51	-555.65	-337.92
-78.80	-555.65	-337.92
-80.16	-557.02	-339.17
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-558.39	-337.92
-80.16	-555.65	-337.92
-80.16	-557.02	-337.92
-80.16	-558.39	-337.92
-80.16	-555.65	-337.92
-80.16	-555.65	-337.92
-78.80	-557.02	-337.92
-80.16	-555.65	-339.17
-80.16	-555.65	-337.92
-80.16	-557.02	-336.67
-78.80	-557.02	-337.92
-80.16	-555.65	-337.92
-81.51	-557.02	-339.17
-80.16	-557.02	-337.92
-78.80	-557.02	-337.92
-80.16	-557.02	-339.17
-78.80	-557.02	-339.17
-78.80	-557.02	-337.92
-80.16	-555.65	-337.92
-80.16	-557.02	-337.92
-80.16	-555.65	-339.17
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-558.39	-337.92
-78.80	-557.02	-337.92
-80.16	-555.65	-337.92
-78.80	-555.65	-337.92
-80.16	-555.65	-336.67
-78.80	-557.02	-337.92
-78.80	-557.02	-339.17
-80.16	-557.02	-337.92
-80.16	-555.65	-339.17
-81.51	-557.02	-339.17
-78.80	-557.02	-337.92
-81.51	-557.02	-339.17
-80.16	-555.65	-337.92
-78.80	-555.65	-337.92
-80.16	-557.02	-337.92
-78.80	-555.65	-337.92
-78.80	-557.02	-339.17
-78.80	-557.02	-337.92
-80.16	-557.02	-337.92
-80.16	-557.02	-337.92
-82.87	-558.39	-339.17
-81.51	-561.14	-339.17
-82.87	-561.14	-337.92
-85.59	-563.88	-336.67
-86.95	-566.62	-337.92
-89.67	-568.00	-337.92
-92.38	-569.37	-336.67
-93.74	-573.48	-336.67
-96.46	-574.86	-337.92
-100.54	-577.60	-336.67
-101.89	-578.97	-337.92
-104.61	-581.72	-336.67
-107.33	-583.09	-335.42
-110.05	-585.83	-336.67
-112.76	-589.95	-336.67
-115.48	-591.32	-336.67
-119.56	-592.69	-336.67
-123.63	-596.81	-335.42
-124.99	-596.81	-336.67
-129.07	-599.55	-335.42
-131.78	-599.55	-334.17
-135.86	-602.29	-335.42
-138.58	-605.04	-334.17
-141.29	-606.41	-334.17
-148.09	-610.53	-335.42
-152.16	-610.53	-334.17
-156.24	-611.90	-335.42
-158.95	-613.27	-334.17
-163.03	-614.64	-334.17
-168.46	-617.39	-335.42
-172.54	-617.39	-334.17
-176.62	-618.76	-334.17
-180.69	-620.13	-334.17
-184.77	-620.13	-334.17
-188.84	-622.87	-332.91
-194.28	-621.50	-332.91
-199.71	-624.25	-332.91
-199.71	-622.87	-332.91
-202.43	-624.25	-332.91
-203.79	-624.25	-334.17
-205.15	-624.25	-331.66
-206.50	-624.25	-332.91
-207.86	-624.25	-332.91
-207.86	-624.25	-332.91
-209.22	-624.25	-332.91
-209.22	-624.25	-332.91
-210.58	-625.62	-332.91
-209.22	-624.25	-332.91
-209.22	-624.25	-331.66
-209.22	-624.25	-332.91
-211.94	-624.25	-332.91
-213.30	-624.25	-332.91
-216.01	-624.25	-332.91
-218.73	-624.25	-332.91
-222.81	-622.87	-332.91
-225.52	-624.25	-331.66
